"genesetname","p_value","estimate","diff","bh"
"GO_REGULATION_OF_FEEDING_BEHAVIOR",1,Inf,"DOWN",1
"GO_REGULATION_OF_MULTICELLULAR_ORGANISM_GROWTH",1,Inf,"UP",1
"GO_REGULATION_OF_MULTICELLULAR_ORGANISM_GROWTH",1,Inf,"DOWN",1
"GO_REGULATION_OF_KIDNEY_DEVELOPMENT",1,0.951643393467967,"UP",1
"GO_REGULATION_OF_KIDNEY_DEVELOPMENT",1,0.951643393467967,"DOWN",1
"GO_POSITIVE_REGULATION_OF_CELLULAR_COMPONENT_BIOGENESIS",0.790898720126922,1.44356846071548,"UP",1
"GO_POSITIVE_REGULATION_OF_CELLULAR_COMPONENT_BIOGENESIS",1,1.04271123697995,"DOWN",1
"GO_COMPLEMENT_ACTIVATION",1,1.9178269264835,"UP",1
"GO_COMPLEMENT_ACTIVATION",0.413270463205551,0.549389846188091,"DOWN",1
"GO_BONE_DEVELOPMENT",0.0654208070766206,Inf,"UP",1
"GO_BONE_DEVELOPMENT",0.122425483660589,0.463535054429929,"DOWN",1
"GO_NEGATIVE_REGULATION_OF_INTRACELLULAR_STEROID_HORMONE_RECEPTOR_SIGNALING_PATHWAY",1,Inf,"UP",1
"GO_NEGATIVE_REGULATION_OF_INTRACELLULAR_STEROID_HORMONE_RECEPTOR_SIGNALING_PATHWAY",1,Inf,"DOWN",1
"GO_REGULATION_OF_BIOMINERAL_TISSUE_DEVELOPMENT",0.628036473335469,Inf,"UP",1
"GO_REGULATION_OF_BIOMINERAL_TISSUE_DEVELOPMENT",0.126580322098698,0.351640166308592,"DOWN",1
"GO_SMOOTH_MUSCLE_TISSUE_DEVELOPMENT",1,Inf,"UP",1
"GO_SMOOTH_MUSCLE_TISSUE_DEVELOPMENT",0.0583066174594631,0.117696634899307,"DOWN",1
"GO_NEGATIVE_REGULATION_OF_HEMATOPOIETIC_PROGENITOR_CELL_DIFFERENTIATION",1,0,"UP",1
"GO_NEGATIVE_REGULATION_OF_HEMATOPOIETIC_PROGENITOR_CELL_DIFFERENTIATION",1,0,"DOWN",1
"GO_NEGATIVE_REGULATION_OF_CATION_CHANNEL_ACTIVITY",1,Inf,"UP",1
"GO_NEGATIVE_REGULATION_OF_CATION_CHANNEL_ACTIVITY",0.0905114365867357,0.176519095110096,"DOWN",1
"GO_NCRNA_PROCESSING",1,0,"UP",1
"GO_NCRNA_PROCESSING",1,0,"DOWN",1
"GO_NEGATIVE_REGULATION_OF_TRANSPORT",0.158910746675468,3.01220385575434,"UP",1
"GO_NEGATIVE_REGULATION_OF_TRANSPORT",0.241748214989579,0.623746352151205,"DOWN",1
"GO_LEYDIG_CELL_DIFFERENTIATION",1,0,"UP",1
"GO_LEYDIG_CELL_DIFFERENTIATION",1,0,"DOWN",1
"GO_AMINE_METABOLIC_PROCESS",0.370423078467668,0.59125035020164,"UP",1
"GO_AMINE_METABOLIC_PROCESS",1,1.31213173134804,"DOWN",1
"GO_DNA_MODIFICATION",1,Inf,"UP",1
"GO_DNA_MODIFICATION",1,Inf,"DOWN",1
"GO_PROTEIN_LOCALIZATION_TO_MEMBRANE",1,1.49953268726511,"UP",1
"GO_PROTEIN_LOCALIZATION_TO_MEMBRANE",0.196792396128634,0.513259120486106,"DOWN",1
"GO_RNA_SURVEILLANCE",1,0,"UP",1
"GO_RNA_SURVEILLANCE",1,0,"DOWN",1
"GO_MITOTIC_SPINDLE_ASSEMBLY",1,Inf,"UP",1
"GO_MITOTIC_SPINDLE_ASSEMBLY",1,Inf,"DOWN",1
"GO_REGULATION_OF_GRANULOCYTE_DIFFERENTIATION",1,Inf,"UP",1
"GO_REGULATION_OF_GRANULOCYTE_DIFFERENTIATION",1,Inf,"DOWN",1
"GO_RESPONSE_TO_ALKALOID",0.594435463485207,0.831970309263489,"UP",1
"GO_RESPONSE_TO_ALKALOID",1,Inf,"DOWN",1
"GO_REGULATION_OF_MESENCHYMAL_CELL_PROLIFERATION",1,Inf,"UP",1
"GO_REGULATION_OF_MESENCHYMAL_CELL_PROLIFERATION",0.430640723344053,0.474314071080474,"DOWN",1
"GO_MORPHOGENESIS_OF_AN_EPITHELIAL_FOLD",1,Inf,"UP",1
"GO_MORPHOGENESIS_OF_AN_EPITHELIAL_FOLD",0.430640723344053,0.474314071080474,"DOWN",1
"GO_REGULATION_OF_CELL_PROJECTION_ORGANIZATION",0.0159503660249044,7.39189612008575,"UP",1
"GO_REGULATION_OF_CELL_PROJECTION_ORGANIZATION",0.0278434726308269,0.450007667923434,"DOWN",1
"GO_REGULATION_OF_TRANSPORTER_ACTIVITY",0.15534689924714,Inf,"UP",1
"GO_REGULATION_OF_TRANSPORTER_ACTIVITY",0.268670105528824,0.497597454717094,"DOWN",1
"GO_EATING_BEHAVIOR",1,Inf,"UP",1
"GO_EATING_BEHAVIOR",1,Inf,"DOWN",1
"GO_CELL_JUNCTION_ORGANIZATION",0.0677619807397678,Inf,"UP",1
"GO_CELL_JUNCTION_ORGANIZATION",0.131113073291634,0.483312456155678,"DOWN",1
"GO_FOLIC_ACID_CONTAINING_COMPOUND_BIOSYNTHETIC_PROCESS",1,0,"UP",1
"GO_FOLIC_ACID_CONTAINING_COMPOUND_BIOSYNTHETIC_PROCESS",1,0,"DOWN",1
"GO_EMBRYONIC_HEART_TUBE_DEVELOPMENT",1,Inf,"UP",1
"GO_EMBRYONIC_HEART_TUBE_DEVELOPMENT",0.430640723344053,0.474314071080474,"DOWN",1
"GO_SPHINGOID_METABOLIC_PROCESS",1,0,"UP",1
"GO_SPHINGOID_METABOLIC_PROCESS",1,0,"DOWN",1
"GO_PROTEIN_DESTABILIZATION",1,Inf,"UP",1
"GO_PROTEIN_DESTABILIZATION",1,Inf,"DOWN",1
"GO_EAR_DEVELOPMENT",1,1.01168862026892,"UP",1
"GO_EAR_DEVELOPMENT",0.134390542282855,0.438267792357046,"DOWN",1
"GO_NEGATIVE_REGULATION_OF_CELL_MATRIX_ADHESION",1,Inf,"UP",1
"GO_NEGATIVE_REGULATION_OF_CELL_MATRIX_ADHESION",1,Inf,"DOWN",1
"GO_REGULATION_OF_MACROPHAGE_CHEMOTAXIS",1,Inf,"UP",1
"GO_REGULATION_OF_MACROPHAGE_CHEMOTAXIS",1,Inf,"DOWN",1
"GO_LAGGING_STRAND_ELONGATION",1,0,"UP",1
"GO_LAGGING_STRAND_ELONGATION",1,0,"DOWN",1
"GO_POSITIVE_REGULATION_OF_SMOOTH_MUSCLE_CELL_PROLIFERATION",0.611776725727992,Inf,"UP",1
"GO_POSITIVE_REGULATION_OF_SMOOTH_MUSCLE_CELL_PROLIFERATION",1,1.07158654070595,"DOWN",1
"GO_REGULATION_OF_SYNAPTIC_PLASTICITY",0.391169523308898,Inf,"UP",1
"GO_REGULATION_OF_SYNAPTIC_PLASTICITY",1,1.67482181785678,"DOWN",1
"GO_LONG_TERM_SYNAPTIC_DEPRESSION",1,Inf,"UP",1
"GO_LONG_TERM_SYNAPTIC_DEPRESSION",1,Inf,"DOWN",1
"GO_CELLULAR_RESPONSE_TO_RETINOIC_ACID",1,Inf,"UP",1
"GO_CELLULAR_RESPONSE_TO_RETINOIC_ACID",1,Inf,"DOWN",1
"GO_NCRNA_TRANSCRIPTION",1,0,"UP",1
"GO_NCRNA_TRANSCRIPTION",1,0,"DOWN",1
"GO_NEGATIVE_REGULATION_OF_SMOOTH_MUSCLE_CELL_MIGRATION",1,Inf,"UP",1
"GO_NEGATIVE_REGULATION_OF_SMOOTH_MUSCLE_CELL_MIGRATION",0.0905114365867357,0.176519095110096,"DOWN",1
"GO_NEGATIVE_REGULATION_OF_INTRINSIC_APOPTOTIC_SIGNALING_PATHWAY",1,Inf,"UP",1
"GO_NEGATIVE_REGULATION_OF_INTRINSIC_APOPTOTIC_SIGNALING_PATHWAY",0.594435463485207,0.831970309263489,"DOWN",1
"GO_LIPOXYGENASE_PATHWAY",1,Inf,"UP",1
"GO_LIPOXYGENASE_PATHWAY",1,Inf,"DOWN",1
"GO_NEGATIVE_REGULATION_OF_EPITHELIAL_CELL_APOPTOTIC_PROCESS",1,Inf,"UP",1
"GO_NEGATIVE_REGULATION_OF_EPITHELIAL_CELL_APOPTOTIC_PROCESS",1,Inf,"DOWN",1
"GO_VESICLE_DOCKING_INVOLVED_IN_EXOCYTOSIS",1,Inf,"UP",1
"GO_VESICLE_DOCKING_INVOLVED_IN_EXOCYTOSIS",1,Inf,"DOWN",1
"GO_CD4_POSITIVE_ALPHA_BETA_T_CELL_ACTIVATION",0.618392974496019,Inf,"UP",1
"GO_CD4_POSITIVE_ALPHA_BETA_T_CELL_ACTIVATION",0.618392974496019,Inf,"DOWN",1
"GO_ARTERY_MORPHOGENESIS",0.382272857441568,Inf,"UP",1
"GO_ARTERY_MORPHOGENESIS",0.0406736599632883,0.261623810667044,"DOWN",1
"GO_NEGATIVE_REGULATION_OF_DEFENSE_RESPONSE_TO_VIRUS",1,Inf,"UP",1
"GO_NEGATIVE_REGULATION_OF_DEFENSE_RESPONSE_TO_VIRUS",1,Inf,"DOWN",1
"GO_POSITIVE_REGULATION_OF_MOLECULAR_FUNCTION",0.110990408621189,1.97653353736214,"UP",1
"GO_POSITIVE_REGULATION_OF_MOLECULAR_FUNCTION",0.873929447949698,0.946466207293347,"DOWN",1
"GO_POSITIVE_REGULATION_OF_REGULATED_SECRETORY_PATHWAY",1,Inf,"UP",1
"GO_POSITIVE_REGULATION_OF_REGULATED_SECRETORY_PATHWAY",1,Inf,"DOWN",1
"GO_SPROUTING_ANGIOGENESIS",1,1.13293003810345,"UP",1
"GO_SPROUTING_ANGIOGENESIS",0.268670105528824,0.497597454717094,"DOWN",1
"GO_LYMPHOCYTE_ACTIVATION",0.0545695933170145,3.66522207843705,"UP",1
"GO_LYMPHOCYTE_ACTIVATION",0.196457162224529,2.37940210841963,"DOWN",1
"GO_NEGATIVE_REGULATION_OF_RETINOIC_ACID_RECEPTOR_SIGNALING_PATHWAY",1,0,"UP",1
"GO_NEGATIVE_REGULATION_OF_RETINOIC_ACID_RECEPTOR_SIGNALING_PATHWAY",1,0,"DOWN",1
"GO_SPLICEOSOMAL_TRI_SNRNP_COMPLEX_ASSEMBLY",1,0,"UP",1
"GO_SPLICEOSOMAL_TRI_SNRNP_COMPLEX_ASSEMBLY",1,0,"DOWN",1
"GO_REGULATION_OF_T_CELL_TOLERANCE_INDUCTION",1,Inf,"UP",1
"GO_REGULATION_OF_T_CELL_TOLERANCE_INDUCTION",1,Inf,"DOWN",1
"GO_POSITIVE_REGULATION_OF_RESPONSE_TO_OXIDATIVE_STRESS",1,Inf,"UP",1
"GO_POSITIVE_REGULATION_OF_RESPONSE_TO_OXIDATIVE_STRESS",1,Inf,"DOWN",1
"GO_PROTEIN_TRIMERIZATION",0.545833066863596,0.712522954818568,"UP",1
"GO_PROTEIN_TRIMERIZATION",1,Inf,"DOWN",1
"GO_REGULATION_OF_PEPTIDYL_SERINE_PHOSPHORYLATION",0.611776725727992,Inf,"UP",1
"GO_REGULATION_OF_PEPTIDYL_SERINE_PHOSPHORYLATION",0.288474822531724,0.472193200727074,"DOWN",1
"GO_PROTEOGLYCAN_METABOLIC_PROCESS",0.609037246978089,Inf,"UP",1
"GO_PROTEOGLYCAN_METABOLIC_PROCESS",0.0100384867873119,0.144942860054238,"DOWN",0.975630762891708
"GO_DOPAMINE_METABOLIC_PROCESS",1,Inf,"UP",1
"GO_DOPAMINE_METABOLIC_PROCESS",1,Inf,"DOWN",1
"GO_DEFENSE_RESPONSE_TO_OTHER_ORGANISM",1,1.04933334700066,"UP",1
"GO_DEFENSE_RESPONSE_TO_OTHER_ORGANISM",0.00716325802120428,Inf,"DOWN",0.975630762891708
"GO_POSITIVE_REGULATION_OF_GLYCOGEN_METABOLIC_PROCESS",1,Inf,"UP",1
"GO_POSITIVE_REGULATION_OF_GLYCOGEN_METABOLIC_PROCESS",1,Inf,"DOWN",1
"GO_LEUKOCYTE_PROLIFERATION",0.172964566828268,4.53021349072479,"UP",1
"GO_LEUKOCYTE_PROLIFERATION",0.172964566828268,4.53021349072479,"DOWN",1
"GO_POSITIVE_REGULATION_OF_MICROTUBULE_POLYMERIZATION_OR_DEPOLYMERIZATION",1,Inf,"UP",1
"GO_POSITIVE_REGULATION_OF_MICROTUBULE_POLYMERIZATION_OR_DEPOLYMERIZATION",1,Inf,"DOWN",1
"GO_L_ASCORBIC_ACID_METABOLIC_PROCESS",1,Inf,"UP",1
"GO_L_ASCORBIC_ACID_METABOLIC_PROCESS",1,Inf,"DOWN",1
"GO_CEREBELLAR_GRANULAR_LAYER_DEVELOPMENT",1,0,"UP",1
"GO_CEREBELLAR_GRANULAR_LAYER_DEVELOPMENT",1,0,"DOWN",1
"GO_REGULATION_OF_GENE_EXPRESSION_BY_GENETIC_IMPRINTING",1,0,"UP",1
"GO_REGULATION_OF_GENE_EXPRESSION_BY_GENETIC_IMPRINTING",1,0,"DOWN",1
"GO_ADHERENS_JUNCTION_ASSEMBLY",0.382272857441568,Inf,"UP",1
"GO_ADHERENS_JUNCTION_ASSEMBLY",0.639992843847797,0.650955246173021,"DOWN",1
"GO_SECRETORY_GRANULE_ORGANIZATION",1,0,"UP",1
"GO_SECRETORY_GRANULE_ORGANIZATION",1,0,"DOWN",1
"GO_NEGATIVE_REGULATION_OF_POTASSIUM_ION_TRANSPORT",1,Inf,"UP",1
"GO_NEGATIVE_REGULATION_OF_POTASSIUM_ION_TRANSPORT",0.430640723344053,0.474314071080474,"DOWN",1
"GO_POSITIVE_REGULATION_OF_INTERLEUKIN_12_PRODUCTION",1,Inf,"UP",1
"GO_POSITIVE_REGULATION_OF_INTERLEUKIN_12_PRODUCTION",1,Inf,"DOWN",1
"GO_REGULATION_OF_T_CELL_APOPTOTIC_PROCESS",1,Inf,"UP",1
"GO_REGULATION_OF_T_CELL_APOPTOTIC_PROCESS",1,Inf,"DOWN",1
"GO_VESICLE_FUSION_TO_PLASMA_MEMBRANE",1,Inf,"UP",1
"GO_VESICLE_FUSION_TO_PLASMA_MEMBRANE",1,Inf,"DOWN",1
"GO_VENTRICULAR_CARDIAC_MUSCLE_TISSUE_DEVELOPMENT",1,Inf,"UP",1
"GO_VENTRICULAR_CARDIAC_MUSCLE_TISSUE_DEVELOPMENT",0.36261486599259,0.355546462703539,"DOWN",1
"GO_NEGATIVE_REGULATION_OF_HISTONE_METHYLATION",0.106344950848972,0,"UP",1
"GO_NEGATIVE_REGULATION_OF_HISTONE_METHYLATION",1,Inf,"DOWN",1
"GO_REGULATION_OF_GLIAL_CELL_PROLIFERATION",1,Inf,"UP",1
"GO_REGULATION_OF_GLIAL_CELL_PROLIFERATION",1,Inf,"DOWN",1
"GO_IN_UTERO_EMBRYONIC_DEVELOPMENT",0.717189748339079,2.40680995859013,"UP",1
"GO_IN_UTERO_EMBRYONIC_DEVELOPMENT",0.0631445539897913,0.371201622055532,"DOWN",1
"GO_NEGATIVE_REGULATION_OF_BLOOD_CIRCULATION",1,Inf,"UP",1
"GO_NEGATIVE_REGULATION_OF_BLOOD_CIRCULATION",0.36261486599259,0.355546462703539,"DOWN",1
"GO_ER_NUCLEUS_SIGNALING_PATHWAY",1,Inf,"UP",1
"GO_ER_NUCLEUS_SIGNALING_PATHWAY",1,Inf,"DOWN",1
"GO_DICARBOXYLIC_ACID_BIOSYNTHETIC_PROCESS",1,Inf,"UP",1
"GO_DICARBOXYLIC_ACID_BIOSYNTHETIC_PROCESS",1,Inf,"DOWN",1
"GO_PROTEIN_HETEROTRIMERIZATION",1,Inf,"UP",1
"GO_PROTEIN_HETEROTRIMERIZATION",1,Inf,"DOWN",1
"GO_VESICLE_CYTOSKELETAL_TRAFFICKING",1,Inf,"UP",1
"GO_VESICLE_CYTOSKELETAL_TRAFFICKING",1,Inf,"DOWN",1
"GO_EPITHELIAL_CILIUM_MOVEMENT",1,0,"UP",1
"GO_EPITHELIAL_CILIUM_MOVEMENT",1,0,"DOWN",1
"GO_NEGATIVE_REGULATION_OF_MEIOTIC_CELL_CYCLE",1,0,"UP",1
"GO_NEGATIVE_REGULATION_OF_MEIOTIC_CELL_CYCLE",1,0,"DOWN",1
"GO_MESENCHYMAL_CELL_DIFFERENTIATION",0.0440710389162262,Inf,"UP",1
"GO_MESENCHYMAL_CELL_DIFFERENTIATION",0.0874229910679438,0.461325827262056,"DOWN",1
"GO_NEGATIVE_REGULATION_OF_DNA_BIOSYNTHETIC_PROCESS",0.106344950848972,0,"UP",1
"GO_NEGATIVE_REGULATION_OF_DNA_BIOSYNTHETIC_PROCESS",1,Inf,"DOWN",1
"GO_SHORT_CHAIN_FATTY_ACID_METABOLIC_PROCESS",1,0,"UP",1
"GO_SHORT_CHAIN_FATTY_ACID_METABOLIC_PROCESS",1,0,"DOWN",1
"GO_ATRIAL_SEPTUM_MORPHOGENESIS",1,Inf,"UP",1
"GO_ATRIAL_SEPTUM_MORPHOGENESIS",1,Inf,"DOWN",1
"GO_REGULATION_OF_SMALL_GTPASE_MEDIATED_SIGNAL_TRANSDUCTION",1,1.67482181785678,"UP",1
"GO_REGULATION_OF_SMALL_GTPASE_MEDIATED_SIGNAL_TRANSDUCTION",0.0156573767740641,0.23079142016456,"DOWN",1
"GO_CELLULAR_RESPONSE_TO_GROWTH_HORMONE_STIMULUS",0.201465658227302,0.118578096465687,"UP",1
"GO_CELLULAR_RESPONSE_TO_GROWTH_HORMONE_STIMULUS",1,Inf,"DOWN",1
"GO_RNA_MODIFICATION",0.106344950848972,0,"UP",1
"GO_RNA_MODIFICATION",1,Inf,"DOWN",1
"GO_CELLULAR_COMPONENT_ASSEMBLY_INVOLVED_IN_MORPHOGENESIS",0.628036473335469,Inf,"UP",1
"GO_CELLULAR_COMPONENT_ASSEMBLY_INVOLVED_IN_MORPHOGENESIS",0.628036473335469,Inf,"DOWN",1
"GO_ORGANELLE_FISSION",0.628036473335469,Inf,"UP",1
"GO_ORGANELLE_FISSION",1,1.31213173134804,"DOWN",1
"GO_EMBRYONIC_FORELIMB_MORPHOGENESIS",1,Inf,"UP",1
"GO_EMBRYONIC_FORELIMB_MORPHOGENESIS",1,Inf,"DOWN",1
"GO_NOSE_DEVELOPMENT",1,Inf,"UP",1
"GO_NOSE_DEVELOPMENT",0.106344950848972,0,"DOWN",1
"GO_CELL_DIFFERENTIATION_INVOLVED_IN_KIDNEY_DEVELOPMENT",0.545833066863596,0.712522954818568,"UP",1
"GO_CELL_DIFFERENTIATION_INVOLVED_IN_KIDNEY_DEVELOPMENT",0.165228383460553,0.294470691081141,"DOWN",1
"GO_MUSCLE_STRUCTURE_DEVELOPMENT",0.00184667071742745,Inf,"UP",0.625739677674739
"GO_MUSCLE_STRUCTURE_DEVELOPMENT",0.515683073237092,0.761281393629781,"DOWN",1
"GO_NEGATIVE_REGULATION_OF_CELL_CYCLE_PROCESS",1,1.31213173134804,"UP",1
"GO_NEGATIVE_REGULATION_OF_CELL_CYCLE_PROCESS",0.370423078467668,0.59125035020164,"DOWN",1
"GO_RESPONSE_TO_INCREASED_OXYGEN_LEVELS",1,Inf,"UP",1
"GO_RESPONSE_TO_INCREASED_OXYGEN_LEVELS",1,Inf,"DOWN",1
"GO_REGULATION_OF_CHROMATIN_SILENCING",1,0,"UP",1
"GO_REGULATION_OF_CHROMATIN_SILENCING",1,0,"DOWN",1
"GO_RIBOSOMAL_LARGE_SUBUNIT_ASSEMBLY",1,0,"UP",1
"GO_RIBOSOMAL_LARGE_SUBUNIT_ASSEMBLY",1,0,"DOWN",1
"GO_MAINTENANCE_OF_LOCATION_IN_CELL",1,Inf,"UP",1
"GO_MAINTENANCE_OF_LOCATION_IN_CELL",0.286537803859308,0.236959604707618,"DOWN",1
"GO_CEREBELLAR_CORTEX_DEVELOPMENT",1,Inf,"UP",1
"GO_CEREBELLAR_CORTEX_DEVELOPMENT",1,Inf,"DOWN",1
"GO_REGULATION_OF_MICROTUBULE_POLYMERIZATION",1,Inf,"UP",1
"GO_REGULATION_OF_MICROTUBULE_POLYMERIZATION",1,Inf,"DOWN",1
"GO_REGULATION_OF_MESODERM_DEVELOPMENT",1,Inf,"UP",1
"GO_REGULATION_OF_MESODERM_DEVELOPMENT",0.201465658227302,0.118578096465687,"DOWN",1
"GO_T_HELPER_1_TYPE_IMMUNE_RESPONSE",1,Inf,"UP",1
"GO_T_HELPER_1_TYPE_IMMUNE_RESPONSE",1,Inf,"DOWN",1
"GO_POSITIVE_REGULATION_OF_TYPE_2_IMMUNE_RESPONSE",1,Inf,"UP",1
"GO_POSITIVE_REGULATION_OF_TYPE_2_IMMUNE_RESPONSE",1,Inf,"DOWN",1
"GO_PLASMA_LIPOPROTEIN_PARTICLE_CLEARANCE",1,Inf,"UP",1
"GO_PLASMA_LIPOPROTEIN_PARTICLE_CLEARANCE",0.430640723344053,0.474314071080474,"DOWN",1
"GO_CELLULAR_RESPONSE_TO_OXYGEN_LEVELS",1,1.01168862026892,"UP",1
"GO_CELLULAR_RESPONSE_TO_OXYGEN_LEVELS",0.711598618849884,2.16182347466524,"DOWN",1
"GO_DNA_CATABOLIC_PROCESS",0.106344950848972,0,"UP",1
"GO_DNA_CATABOLIC_PROCESS",1,Inf,"DOWN",1
"GO_REGULATION_OF_INTRACELLULAR_ESTROGEN_RECEPTOR_SIGNALING_PATHWAY",1,Inf,"UP",1
"GO_REGULATION_OF_INTRACELLULAR_ESTROGEN_RECEPTOR_SIGNALING_PATHWAY",1,Inf,"DOWN",1
"GO_CELLULAR_RESPONSE_TO_HORMONE_STIMULUS",0.647022832514817,1.48088221675788,"UP",1
"GO_CELLULAR_RESPONSE_TO_HORMONE_STIMULUS",0.647022832514817,1.48088221675788,"DOWN",1
"GO_RESPONSE_TO_PROSTAGLANDIN",1,Inf,"UP",1
"GO_RESPONSE_TO_PROSTAGLANDIN",1,Inf,"DOWN",1
"GO_CELL_FATE_COMMITMENT_INVOLVED_IN_FORMATION_OF_PRIMARY_GERM_LAYER",1,Inf,"UP",1
"GO_CELL_FATE_COMMITMENT_INVOLVED_IN_FORMATION_OF_PRIMARY_GERM_LAYER",0.36261486599259,0.355546462703539,"DOWN",1
"GO_DNA_REPAIR",1,Inf,"UP",1
"GO_DNA_REPAIR",1,Inf,"DOWN",1
"GO_T_CELL_DIFFERENTIATION_INVOLVED_IN_IMMUNE_RESPONSE",1,Inf,"UP",1
"GO_T_CELL_DIFFERENTIATION_INVOLVED_IN_IMMUNE_RESPONSE",1,Inf,"DOWN",1
"GO_INSULIN_LIKE_GROWTH_FACTOR_RECEPTOR_SIGNALING_PATHWAY",1,Inf,"UP",1
"GO_INSULIN_LIKE_GROWTH_FACTOR_RECEPTOR_SIGNALING_PATHWAY",0.36261486599259,0.355546462703539,"DOWN",1
"GO_PROTEIN_HETEROTETRAMERIZATION",1,Inf,"UP",1
"GO_PROTEIN_HETEROTETRAMERIZATION",0.201465658227302,0.118578096465687,"DOWN",1
"GO_NEGATIVE_REGULATION_OF_HEART_CONTRACTION",1,Inf,"UP",1
"GO_NEGATIVE_REGULATION_OF_HEART_CONTRACTION",0.36261486599259,0.355546462703539,"DOWN",1
"GO_SUBSTRATE_INDEPENDENT_TELENCEPHALIC_TANGENTIAL_MIGRATION",1,Inf,"UP",1
"GO_SUBSTRATE_INDEPENDENT_TELENCEPHALIC_TANGENTIAL_MIGRATION",1,Inf,"DOWN",1
"GO_SULFUR_COMPOUND_CATABOLIC_PROCESS",0.24691301635462,0.412857639394003,"UP",1
"GO_SULFUR_COMPOUND_CATABOLIC_PROCESS",0.0610777500642457,0.233888114834693,"DOWN",1
"GO_CHLORIDE_TRANSPORT",0.126580322098698,0.351640166308592,"UP",1
"GO_CHLORIDE_TRANSPORT",0.628036473335469,Inf,"DOWN",1
"GO_MICROTUBULE_DEPOLYMERIZATION",1,Inf,"UP",1
"GO_MICROTUBULE_DEPOLYMERIZATION",0.0583066174594631,0.117696634899307,"DOWN",1
"GO_PROTEIN_POLYMERIZATION",0.250331601158231,Inf,"UP",1
"GO_PROTEIN_POLYMERIZATION",0.444650824433157,0.629040821915925,"DOWN",1
"GO_CELLULAR_RESPONSE_TO_CORTICOSTEROID_STIMULUS",1,Inf,"UP",1
"GO_CELLULAR_RESPONSE_TO_CORTICOSTEROID_STIMULUS",0.545833066863596,0.712522954818568,"DOWN",1
"GO_SIGNAL_TRANSDUCTION_IN_RESPONSE_TO_DNA_DAMAGE",1,Inf,"UP",1
"GO_SIGNAL_TRANSDUCTION_IN_RESPONSE_TO_DNA_DAMAGE",1,Inf,"DOWN",1
"GO_COBALAMIN_METABOLIC_PROCESS",0.201465658227302,0.118578096465687,"UP",1
"GO_COBALAMIN_METABOLIC_PROCESS",1,Inf,"DOWN",1
"GO_NEGATIVE_REGULATION_OF_SYSTEMIC_ARTERIAL_BLOOD_PRESSURE",1,Inf,"UP",1
"GO_NEGATIVE_REGULATION_OF_SYSTEMIC_ARTERIAL_BLOOD_PRESSURE",1,Inf,"DOWN",1
"GO_MUSCLE_CONTRACTION",0.023740194687783,6.59826562497479,"UP",1
"GO_MUSCLE_CONTRACTION",0.169288485267822,0.576261250252985,"DOWN",1
"GO_TELOMERE_LOCALIZATION",1,0,"UP",1
"GO_TELOMERE_LOCALIZATION",1,0,"DOWN",1
"GO_TRANSITION_METAL_ION_HOMEOSTASIS",1,Inf,"UP",1
"GO_TRANSITION_METAL_ION_HOMEOSTASIS",1,Inf,"DOWN",1
"GO_REGULATION_OF_ADHERENS_JUNCTION_ORGANIZATION",0.611776725727992,Inf,"UP",1
"GO_REGULATION_OF_ADHERENS_JUNCTION_ORGANIZATION",0.288474822531724,0.472193200727074,"DOWN",1
"GO_ENZYME_LINKED_RECEPTOR_PROTEIN_SIGNALING_PATHWAY",0.0125063349933935,3.22770183431584,"UP",1
"GO_ENZYME_LINKED_RECEPTOR_PROTEIN_SIGNALING_PATHWAY",0.00242227790535966,0.428374725898125,"DOWN",0.722778804238065
"GO_PYRIMIDINE_NUCLEOTIDE_CATABOLIC_PROCESS",1,0,"UP",1
"GO_PYRIMIDINE_NUCLEOTIDE_CATABOLIC_PROCESS",1,0,"DOWN",1
"GO_PROTEIN_KINASE_C_ACTIVATING_G_PROTEIN_COUPLED_RECEPTOR_SIGNALING_PATHWAY",1,Inf,"UP",1
"GO_PROTEIN_KINASE_C_ACTIVATING_G_PROTEIN_COUPLED_RECEPTOR_SIGNALING_PATHWAY",1,Inf,"DOWN",1
"GO_REGULATION_OF_DEFENSE_RESPONSE_TO_VIRUS_BY_VIRUS",1,Inf,"UP",1
"GO_REGULATION_OF_DEFENSE_RESPONSE_TO_VIRUS_BY_VIRUS",1,Inf,"DOWN",1
"GO_REGULATION_OF_RECEPTOR_INTERNALIZATION",1,Inf,"UP",1
"GO_REGULATION_OF_RECEPTOR_INTERNALIZATION",0.430640723344053,0.474314071080474,"DOWN",1
"GO_REGULATION_OF_CALCIUM_ION_TRANSMEMBRANE_TRANSPORT",0.242914763135327,Inf,"UP",1
"GO_REGULATION_OF_CALCIUM_ION_TRANSMEMBRANE_TRANSPORT",0.413270463205551,0.549389846188091,"DOWN",1
"GO_PROTEIN_LOCALIZATION_TO_CHROMOSOME_CENTROMERIC_REGION",1,0,"UP",1
"GO_PROTEIN_LOCALIZATION_TO_CHROMOSOME_CENTROMERIC_REGION",1,0,"DOWN",1
"GO_RESPONSE_TO_BACTERIUM",0.721391562249531,1.20633105273083,"UP",1
"GO_RESPONSE_TO_BACTERIUM",0.0183004320713335,3.5893389421348,"DOWN",1
"GO_REGULATION_OF_ANTIGEN_PROCESSING_AND_PRESENTATION",1,Inf,"UP",1
"GO_REGULATION_OF_ANTIGEN_PROCESSING_AND_PRESENTATION",1,Inf,"DOWN",1
